-0.362837 	0.362837 	0.5 	0.233616
-0.380512 	0.380512 	0.5 	0.235258
-0.398188 	0.398188 	0.5 	0.235891
-0.415863 	0.415863 	0.5 	0.236602
-0.433538 	0.433538 	0.5 	0.237297
-0.451213 	0.451213 	0.5 	0.238018
-0.468888 	0.468888 	0.5 	0.238759
-0.486563 	0.486563 	0.5 	0.239508
-0.504238 	0.504238 	0.5 	0.240247
-0.521913 	0.521913 	0.5 	0.240963
-0.539588 	0.539588 	0.5 	0.241634
-0.557263 	0.557263 	0.5 	0.24224
-0.574938 	0.574938 	0.5 	0.242764
-0.592613 	0.592613 	0.5 	0.243195
-0.610288 	0.610288 	0.5 	0.243527
-0.627963 	0.627963 	0.5 	0.243754
-0.645638 	0.645638 	0.5 	0.243874
-0.663313 	0.663313 	0.5 	0.243889
-0.680988 	0.680988 	0.5 	0.243801
-0.698663 	0.698663 	0.5 	0.243612
-0.716338 	0.716338 	0.5 	0.243321
-0.734013 	0.734013 	0.5 	0.242929
-0.751688 	0.751688 	0.5 	0.242439
-0.769363 	0.769363 	0.5 	0.241854
-0.787038 	0.787038 	0.5 	0.241176
-0.804713 	0.804713 	0.5 	0.240408
-0.822388 	0.822388 	0.5 	0.239555
-0.840063 	0.840063 	0.5 	0.238622
-0.857738 	0.857738 	0.5 	0.237609
-0.875413 	0.875413 	0.5 	0.236517
-0.893088 	0.893088 	0.5 	0.235347
-0.910763 	0.910763 	0.5 	0.234097
-0.928438 	0.928438 	0.5 	0.232761
-0.946113 	0.946113 	0.5 	0.231332
-0.963788 	0.963788 	0.5 	0.229793
-0.981463 	0.981463 	0.5 	0.22813
-0.999138 	0.999138 	0.5 	0.226298
-1.01681 	1.01681 	0.5 	0.224088
-1.03449 	1.03449 	0.5 	0.221185
-1.05216 	1.05216 	0.5 	0.218668
-1.061 	1.061 	0.5 	0.216761
-1.12274 	1.12274 	0.5 	0.211835
-1.18448 	1.18448 	0.5 	0.210794
-1.24621 	1.24621 	0.5 	0.202209
-1.30795 	1.30795 	0.5 	0.192835
-1.36969 	1.36969 	0.5 	0.190398
-1.43142 	1.43142 	0.5 	0.180122
-1.49316 	1.49316 	0.5 	0.176984
-1.5549 	1.5549 	0.5 	0.173377
-1.61664 	1.61664 	0.5 	0.163802
-1.67838 	1.67838 	0.5 	0.159974
