0.0025 	0.099 	0.005 	-0.343575
0.0075 	0.099 	0.005 	-0.134793
0.0125 	0.099 	0.005 	-0.0552773
0.0175 	0.099 	0.005 	-0.0322312
0.0225 	0.099 	0.005 	-0.0234164
0.0275 	0.099 	0.005 	-0.0211433
0.0325 	0.099 	0.005 	-0.0240536
0.0375 	0.099 	0.005 	-0.0305105
0.0425 	0.099 	0.005 	-0.0388835
0.0475 	0.099 	0.005 	-0.0476617
0.0525 	0.099 	0.005 	-0.0551491
0.0575 	0.099 	0.005 	-0.0592366
0.0625 	0.099 	0.005 	-0.0573608
0.0675 	0.099 	0.005 	-0.0465202
0.0725 	0.099 	0.005 	-0.0220878
0.0775 	0.099 	0.005 	0.0212193
0.0825 	0.099 	0.005 	0.0923348
0.0875 	0.099 	0.005 	0.209265
0.0925 	0.099 	0.005 	0.407215
0.0975 	0.099 	0.005 	0.736534
