0.0025 	0.095 	0.005 	-0.17673
0.0075 	0.095 	0.005 	-0.113407
0.0125 	0.095 	0.005 	-0.0744087
0.0175 	0.095 	0.005 	-0.0533562
0.0225 	0.095 	0.005 	-0.0422417
0.0275 	0.095 	0.005 	-0.0378628
0.0325 	0.095 	0.005 	-0.0386363
0.0375 	0.095 	0.005 	-0.0431286
0.0425 	0.095 	0.005 	-0.0499222
0.0475 	0.095 	0.005 	-0.0575213
0.0525 	0.095 	0.005 	-0.0641607
0.0575 	0.095 	0.005 	-0.0676481
0.0625 	0.095 	0.005 	-0.0652935
0.0675 	0.095 	0.005 	-0.0536648
0.0725 	0.095 	0.005 	-0.0292184
0.0775 	0.095 	0.005 	0.012556
0.0825 	0.095 	0.005 	0.0768124
0.0875 	0.095 	0.005 	0.169138
0.0925 	0.095 	0.005 	0.296847
0.0975 	0.095 	0.005 	0.471132
