0.00125 	0.099 	0.005 	0.227283 	0.127207 	0
0.00375 	0.099 	0.005 	0.272999 	0.108694 	0
0.00625 	0.099 	0.005 	0.37242 	0.0755028 	0
0.00875 	0.099 	0.005 	0.455909 	0.0543934 	0
0.01125 	0.099 	0.005 	0.516526 	0.0409584 	0
0.01375 	0.099 	0.005 	0.56261 	0.0314593 	0
0.01625 	0.099 	0.005 	0.599775 	0.0244548 	0
0.01875 	0.099 	0.005 	0.63061 	0.0192715 	0
0.02125 	0.099 	0.005 	0.65656 	0.015421 	0
0.02375 	0.099 	0.005 	0.678685 	0.0125286 	0
0.02625 	0.099 	0.005 	0.697813 	0.010328 	0
0.02875 	0.099 	0.005 	0.714571 	0.00863659 	0
0.03125 	0.099 	0.005 	0.72944 	0.00732754 	0
0.03375 	0.099 	0.005 	0.742796 	0.00631021 	0
0.03625 	0.099 	0.005 	0.75494 	0.00551808 	0
0.03875 	0.099 	0.005 	0.766119 	0.0049009 	0
0.04125 	0.099 	0.005 	0.776529 	0.00441926 	0
0.04375 	0.099 	0.005 	0.786324 	0.00404031 	0
0.04625 	0.099 	0.005 	0.795614 	0.00373473 	0
0.04875 	0.099 	0.005 	0.804465 	0.003475 	0
0.05125 	0.099 	0.005 	0.812897 	0.00323488 	0
0.05375 	0.099 	0.005 	0.820885 	0.00298936 	0
0.05625 	0.099 	0.005 	0.828356 	0.00271601 	0
0.05875 	0.099 	0.005 	0.835205 	0.00239614 	0
0.06125 	0.099 	0.005 	0.84128 	0.00201537 	0
0.06375 	0.099 	0.005 	0.846442 	0.00156609 	0
0.06625 	0.099 	0.005 	0.850481 	0.00103759 	0
0.06875 	0.099 	0.005 	0.853284 	0.000429354 	0
0.07125 	0.099 	0.005 	0.854555 	-0.000290362 	0
0.07375 	0.099 	0.005 	0.854235 	-0.00108345 	0
0.07625 	0.099 	0.005 	0.851614 	-0.00201634 	0
0.07875 	0.099 	0.005 	0.846578 	-0.00324392 	0
0.08125 	0.099 	0.005 	0.837436 	-0.00496406 	0
0.08375 	0.099 	0.005 	0.824178 	-0.00742026 	0
0.08625 	0.099 	0.005 	0.801862 	-0.0111798 	0
0.08875 	0.099 	0.005 	0.77117 	-0.0166663 	0
0.09125 	0.099 	0.005 	0.716269 	-0.026654 	0
0.09375 	0.099 	0.005 	0.641939 	-0.0433542 	0
0.09625 	0.099 	0.005 	0.488669 	-0.0873225 	0
