0.05 	0.0025 	0.005 	0.0271269
0.05 	0.0075 	0.005 	0.0287156
0.05 	0.0125 	0.005 	0.0293397
0.05 	0.0175 	0.005 	0.0290851
0.05 	0.0225 	0.005 	0.027944
0.05 	0.0275 	0.005 	0.0256809
0.05 	0.0325 	0.005 	0.0219878
0.05 	0.0375 	0.005 	0.0165082
0.05 	0.0425 	0.005 	0.00886222
0.05 	0.0475 	0.005 	-0.00128161
0.05 	0.0525 	0.005 	-0.0140846
0.05 	0.0575 	0.005 	-0.0293633
0.05 	0.0625 	0.005 	-0.0463787
0.05 	0.0675 	0.005 	-0.0636488
0.05 	0.0725 	0.005 	-0.0788938
0.05 	0.0775 	0.005 	-0.0893012
0.05 	0.0825 	0.005 	-0.0923825
0.05 	0.0875 	0.005 	-0.0871721
0.05 	0.0925 	0.005 	-0.0737541
0.05 	0.0975 	0.005 	-0.0533463
