0.362837 	0.362837 	0.5 	0.561257
0.380512 	0.380512 	0.5 	0.568715
0.398188 	0.398188 	0.5 	0.573011
0.415863 	0.415863 	0.5 	0.577478
0.433538 	0.433538 	0.5 	0.581532
0.451213 	0.451213 	0.5 	0.585291
0.468888 	0.468888 	0.5 	0.588785
0.486563 	0.486563 	0.5 	0.592028
0.504238 	0.504238 	0.5 	0.595035
0.521913 	0.521913 	0.5 	0.597819
0.539588 	0.539588 	0.5 	0.600394
0.557263 	0.557263 	0.5 	0.602783
0.574938 	0.574938 	0.5 	0.605008
0.592613 	0.592613 	0.5 	0.607089
0.610288 	0.610288 	0.5 	0.609037
0.627963 	0.627963 	0.5 	0.61086
0.645638 	0.645638 	0.5 	0.612566
0.663313 	0.663313 	0.5 	0.614167
0.680988 	0.680988 	0.5 	0.615673
0.698663 	0.698663 	0.5 	0.617091
0.716338 	0.716338 	0.5 	0.618424
0.734013 	0.734013 	0.5 	0.619675
0.751688 	0.751688 	0.5 	0.620845
0.769363 	0.769363 	0.5 	0.621941
0.787038 	0.787038 	0.5 	0.622965
0.804713 	0.804713 	0.5 	0.623919
0.822388 	0.822388 	0.5 	0.624809
0.840063 	0.840063 	0.5 	0.62564
0.857738 	0.857738 	0.5 	0.626418
0.875413 	0.875413 	0.5 	0.627148
0.893088 	0.893088 	0.5 	0.627834
0.910763 	0.910763 	0.5 	0.628484
0.928438 	0.928438 	0.5 	0.629112
0.946113 	0.946113 	0.5 	0.62974
0.963788 	0.963788 	0.5 	0.630401
0.981463 	0.981463 	0.5 	0.631132
0.999138 	0.999138 	0.5 	0.631992
1.01681 	1.01681 	0.5 	0.633362
1.03449 	1.03449 	0.5 	0.63618
1.05216 	1.05216 	0.5 	0.63872
1.061 	1.061 	0.5 	0.624043
1.12274 	1.12274 	0.5 	0.63689
1.19698 	1.19698 	0.5 	0.624229
1.25871 	1.25871 	0.5 	0.629357
1.33295 	1.33295 	0.5 	0.620525
1.39469 	1.39469 	0.5 	0.624793
1.46893 	1.46893 	0.5 	0.616129
1.53066 	1.53066 	0.5 	0.620433
1.6049 	1.6049 	0.5 	0.611178
1.66664 	1.66664 	0.5 	0.615015
