0.365783 	0.365783 	0.5 	0.000198961 	0.000417453 	3.1957e-21
0.38935 	0.38935 	0.5 	0.00475587 	6.48166e-05 	2.47598e-20
0.412917 	0.412917 	0.5 	0.0131384 	0.000121445 	0
0.436483 	0.436483 	0.5 	0.0238794 	0.000208084 	3.02691e-20
0.46005 	0.46005 	0.5 	0.0363818 	0.000499725 	0
0.483617 	0.483617 	0.5 	0.050113 	0.00100212 	0
0.507183 	0.507183 	0.5 	0.064688 	0.00171273 	2.43589e-20
0.53075 	0.53075 	0.5 	0.0798169 	0.00261964 	-6.49319e-23
0.554317 	0.554317 	0.5 	0.0952772 	0.00370576 	8.31736e-21
0.577883 	0.577883 	0.5 	0.110896 	0.00495311 	8.46083e-21
0.60145 	0.60145 	0.5 	0.126538 	0.00634469 	-2.55286e-20
0.625017 	0.625017 	0.5 	0.142093 	0.00786537 	1.70578e-20
0.648583 	0.648583 	0.5 	0.157476 	0.00950239 	0
0.67215 	0.67215 	0.5 	0.172615 	0.0112456 	0
0.695717 	0.695717 	0.5 	0.187453 	0.0130872 	-3.4491e-20
0.719283 	0.719283 	0.5 	0.20194 	0.0150221 	0
0.74285 	0.74285 	0.5 	0.216039 	0.0170473 	-1.71741e-20
0.766417 	0.766417 	0.5 	0.229716 	0.019162 	1.707e-20
0.789983 	0.789983 	0.5 	0.242943 	0.0213673 	1.70381e-20
0.81355 	0.81355 	0.5 	0.255699 	0.0236658 	3.60997e-23
0.837117 	0.837117 	0.5 	0.267963 	0.0260615 	-1.68138e-20
0.860683 	0.860683 	0.5 	0.279722 	0.0285588 	0
0.88425 	0.88425 	0.5 	0.290962 	0.0311619 	-3.32373e-20
0.907817 	0.907817 	0.5 	0.301676 	0.0338734 	3.29301e-20
0.931383 	0.931383 	0.5 	0.311857 	0.0366917 	0
0.95495 	0.95495 	0.5 	0.3215 	0.0396014 	0
0.978517 	0.978517 	0.5 	0.330586 	0.0425503 	0
1.00208 	1.00208 	0.5 	0.33912 	0.0455036 	0
1.02565 	1.02565 	0.5 	0.347379 	0.0486548 	-3.23066e-20
1.04922 	1.04922 	0.5 	0.355416 	0.0515978 	7.25775e-20
1.061 	1.061 	0.5 	0.36864 	0.0449603 	-9.65255e-21
1.14332 	1.14332 	0.5 	0.403369 	0.0477926 	0
1.25897 	1.25897 	0.5 	0.451012 	0.0715502 	0
1.34128 	1.34128 	0.5 	0.435018 	0.0763434 	0
1.45693 	1.45693 	0.5 	0.468741 	0.0926754 	0
1.53925 	1.53925 	0.5 	0.447885 	0.100153 	0
1.63722 	1.63722 	0.5 	0.472331 	0.115542 	0
1.73722 	1.73722 	0.5 	0.491132 	0.130816 	0
