0.362837 	0.362837 	0.5 	-0.00304088 	0.00322015 	-5.34318e-24
0.380512 	0.380512 	0.5 	-0.00743272 	0.00862511 	1.65928e-21
0.398188 	0.398188 	0.5 	-0.0102958 	0.0135471 	-8.55227e-22
0.415863 	0.415863 	0.5 	-0.0119646 	0.0180557 	7.13229e-21
0.433538 	0.433538 	0.5 	-0.0126206 	0.0222948 	0
0.451213 	0.451213 	0.5 	-0.012435 	0.0263458 	5.67272e-21
0.468888 	0.468888 	0.5 	-0.0115459 	0.0302691 	9.7066e-21
0.486563 	0.486563 	0.5 	-0.0100675 	0.0341074 	5.97394e-21
0.504238 	0.504238 	0.5 	-0.00809512 	0.0378907 	-4.08857e-21
0.521913 	0.521913 	0.5 	-0.00570779 	0.0416402 	-1.04037e-20
0.539588 	0.539588 	0.5 	-0.0029718 	0.0453708 	0
0.557263 	0.557263 	0.5 	5.7193e-05 	0.0490924 	8.65257e-21
0.574938 	0.574938 	0.5 	0.00333229 	0.0528118 	4.4105e-21
0.592613 	0.592613 	0.5 	0.00681379 	0.0565335 	1.48495e-23
0.610288 	0.610288 	0.5 	0.010468 	0.0602601 	-3.89458e-23
0.627963 	0.627963 	0.5 	0.014266 	0.063993 	1.83013e-20
0.645638 	0.645638 	0.5 	0.0181833 	0.0677328 	-4.60376e-21
0.663313 	0.663313 	0.5 	0.0221988 	0.0714796 	1.40336e-20
0.680988 	0.680988 	0.5 	0.0262941 	0.075233 	-4.69093e-21
0.698663 	0.698663 	0.5 	0.0304534 	0.0789924 	1.4262e-20
0.716338 	0.716338 	0.5 	0.0346633 	0.082757 	-9.55074e-21
0.734013 	0.734013 	0.5 	0.0389117 	0.0865261 	1.44083e-20
0.751688 	0.751688 	0.5 	0.0431885 	0.0902988 	4.84055e-21
0.769363 	0.769363 	0.5 	0.0474847 	0.0940743 	-1.45398e-20
0.787038 	0.787038 	0.5 	0.0517927 	0.0978519 	0
0.804713 	0.804713 	0.5 	0.0561062 	0.101631 	-9.767e-21
0.822388 	0.822388 	0.5 	0.0604196 	0.10541 	0
0.840063 	0.840063 	0.5 	0.0647289 	0.109188 	-9.80273e-21
0.857738 	0.857738 	0.5 	0.0690307 	0.112965 	0
0.875413 	0.875413 	0.5 	0.0733232 	0.116739 	9.81933e-21
0.893088 	0.893088 	0.5 	0.0776056 	0.120509 	0
0.910763 	0.910763 	0.5 	0.0818787 	0.124271 	9.82266e-21
0.928438 	0.928438 	0.5 	0.0861448 	0.128023 	-9.82204e-21
0.946113 	0.946113 	0.5 	0.0904081 	0.13176 	0
0.963788 	0.963788 	0.5 	0.0946754 	0.135476 	-9.82606e-21
0.981463 	0.981463 	0.5 	0.0989524 	0.139154 	9.83703e-21
0.999138 	0.999138 	0.5 	0.103234 	0.142765 	0
1.01681 	1.01681 	0.5 	0.107538 	0.146313 	0
1.03449 	1.03449 	0.5 	0.112045 	0.150001 	-1.00876e-20
1.05216 	1.05216 	0.5 	0.116653 	0.15364 	1.19728e-20
1.061 	1.061 	0.5 	0.122158 	0.157576 	-1.50945e-22
1.12274 	1.12274 	0.5 	0.145327 	0.157438 	0
1.20948 	1.20948 	0.5 	0.189265 	0.180151 	0
1.27121 	1.27121 	0.5 	0.181653 	0.189939 	0
1.35795 	1.35795 	0.5 	0.222881 	0.204244 	0
1.41969 	1.41969 	0.5 	0.20587 	0.21165 	0
1.49316 	1.49316 	0.5 	0.243739 	0.223255 	0
1.56816 	1.56816 	0.5 	0.280314 	0.236176 	0
1.6299 	1.6299 	0.5 	0.262323 	0.239724 	0
1.71664 	1.71664 	0.5 	0.295924 	0.25147 	0
