0.0025 	0.195 	0.005 	-0.0828066 	0.140092 	0
0.0075 	0.195 	0.005 	-0.0807218 	0.117113 	0
0.0125 	0.195 	0.005 	-0.0468742 	0.0866769 	0
0.0175 	0.195 	0.005 	-0.0104409 	0.072486 	0
0.0225 	0.195 	0.005 	0.0253869 	0.0627264 	0
0.0275 	0.195 	0.005 	0.0590568 	0.0547936 	0
0.0325 	0.195 	0.005 	0.0911691 	0.0485716 	0
0.0375 	0.195 	0.005 	0.122544 	0.0440341 	0
0.0425 	0.195 	0.005 	0.153225 	0.041109 	0
0.0475 	0.195 	0.005 	0.184553 	0.0391966 	0
0.0525 	0.195 	0.005 	0.215181 	0.0379786 	0
0.0575 	0.195 	0.005 	0.246855 	0.0360595 	0
0.0625 	0.195 	0.005 	0.274363 	0.0327405 	0
0.0675 	0.195 	0.005 	0.300681 	0.0257756 	0
0.0725 	0.195 	0.005 	0.313438 	0.014425 	0
0.0775 	0.195 	0.005 	0.320504 	-0.00563619 	0
0.0825 	0.195 	0.005 	0.29633 	-0.042412 	0
0.0875 	0.195 	0.005 	0.272851 	-0.116785 	0
0.0925 	0.195 	0.005 	0.17651 	-0.26382 	0
0.0975 	0.195 	0.005 	0.161649 	-0.37454 	0
