0.05 	0.0025 	0.005 	-0.013135 	0.000124126 	0
0.05 	0.0075 	0.005 	-0.0332224 	0.00064889 	0
0.05 	0.0125 	0.005 	-0.0495885 	0.00162823 	0
0.05 	0.0175 	0.005 	-0.0640403 	0.00292296 	0
0.05 	0.0225 	0.005 	-0.0779435 	0.00449906 	0
0.05 	0.0275 	0.005 	-0.0923573 	0.00638434 	0
0.05 	0.0325 	0.005 	-0.108006 	0.00862715 	0
0.05 	0.0375 	0.005 	-0.125186 	0.0112815 	0
0.05 	0.0425 	0.005 	-0.143612 	0.0143861 	0
0.05 	0.0475 	0.005 	-0.162181 	0.0179301 	0
0.05 	0.0525 	0.005 	-0.178667 	0.0218058 	0
0.05 	0.0575 	0.005 	-0.189371 	0.02575 	0
0.05 	0.0625 	0.005 	-0.188795 	0.0292875 	0
0.05 	0.0675 	0.005 	-0.169486 	0.031707 	0
0.05 	0.0725 	0.005 	-0.122198 	0.0321227 	0
0.05 	0.0775 	0.005 	-0.0366 	0.0296825 	0
0.05 	0.0825 	0.005 	0.0973289 	0.0239437 	0
0.05 	0.0875 	0.005 	0.287167 	0.0153918 	0
0.05 	0.0925 	0.005 	0.535181 	0.00627558 	0
0.05 	0.0975 	0.005 	0.834344 	0.000993425 	0
